"text","label"
"(1) Fairies today are the stuff of children's stories, little magical people with wings, often shining with light. Typically pretty and female, like Tinkerbell in Peter Pan, they usually use their magic to do small things and are mostly friendly to humans.
(2) We owe many of our modern ideas about fairies to Shakespeare and stories from the 18th and 19th centuries. Although we can see the origins of fairies as far back as the Ancient Greeks, we can see similar creatures in many cultures. The earliest fairy-like creatures can be found in the Greek idea that trees and rivers had spirits called dryads and nymphs. Some people think these creatures were originally the gods of earlier, pagan religions that worshipped nature. They were replaced by the Greek and Roman gods, and then later by the Christian God, and became smaller, less powerful figures as they lost importance.
(3) Another explanation suggests the origin of fairies is a memory of real people, not spirits. So, for example, when tribes with metal weapons invaded land where people only used stone weapons, some of the people escaped and hid in forests and caves. Further support for this idea is that fairies were thought to be afraid of iron and could not touch it. Living outside of society, the hiding people probably stole food and attacked villages. This might explain why fairies were often described as playing tricks on humans. Hundreds of years ago, people actually believed that fairies stole new babies and replaced them with a 'changeling' – a fairy baby – or that they took new mothers and made them feed fairy babies with their milk.
(4) While most people no longer believe in fairies, only a hundred years ago some people were very willing to think they might exist. In 1917, 16-year-old Elsie Wright took two photos of her cousin, nine-year-old Frances Griffiths, sitting with fairies. Some photography experts thought they were fake, while others weren't sure. But Arthur Conan Doyle, the writer of the Sherlock Holmes detective stories, believed they were real. He published the original pictures, and three more the girls took for him, in a magazine called The Strand, in 1920. The girls only admitted the photos were fake years later in 1983, created using pictures of dancers that Elsie copied from a book.","B1"
"NASA will launch Space Shuttle Endeavour on February 7, which will be the first of five launches this year before the shuttle fleet is retired.
Endeavour will blast off from the Kennedy Space Center in Florida on a 13-day mission to the international space station.
The mission will include three spacewalks, NASA said. The shuttle will also deliver the final U.S. portion of the space station. This portion will provide more room for crew members.
NASA plans to retire its space shuttles Discovery, Endeavour and Atlantis later this year.
The space agency has been looking for places, such as museums, to house the shuttles after they are retired.
Space Shuttle Discovery will be transferred to the Smithsonian National Air and Space Museum in Washington.
The privilege of showing off a shuttle wo n't be cheap -- about $29 million, NASA said.
","B1"
"March 14 is my favorite day to be a nerd.
Across the country, math geeks in museums, schools, private groups and elsewhere gather to celebrate the number pi, approximately 3.14. That's why March 14 -- 3-14 -- is Pi Day. What's more, Albert Einstein was born on this day.
A quick refresher: Pi is defined as the distance around a perfect circle, or the circumference, divided by the distance across it, or the diameter. It is also involved in calculating the area of a circle, the volume of a sphere, and many other mathematical formulas you might need in the sciences.
Throughout history, people have been captivated by this number because there is no way to calculate it exactly by a simple division on your calculator. What's more, its digits go on infinitely, without any pattern in the numbers. 3.1415926535897932... etc.. Even that many digits are more than most people would need for everyday use, but some folks have been inspired to memorize thousands of digits of pi, or even use the digits to create poetry or music.
On Pi Day, one number reeks of mystery '
Math may be scary, but pi is not -- as evidenced by the widespread revelry on Pi Day. One might even say -- gasp ! -- it's cool to like pi these days. Even the House of Representatives supported the designation of March 14 as National Pi Day in 2009.
In countries where the day is written before the month, Friday is 14-3, which looks less like pi. And so Pi Day is an acquired taste, mathematician Jonathan Borwein, at the University of Newcastle in Australia, said in an e-mail.
Conveniently, pi sounds like pie, and pies are round. You could celebrate Pi Day in a casual way by grabbing a slice of pastry, or pizza. If you 're in enrolled in school, your math class or math department might be doing something special already.
But if you happen to live in a particularly pi-happy place, you might be able to take part in some larger-scale, pi-inspired activities.
Where Pi Day began
If you want to go where the day is said to be invented, look no further than San Francisco's Exploratorium. Larry Shaw, who worked in the electronics group at the museum, began the tradition in 1988. Last year was Pi Day's 25th anniversary there.
Pi Day began as a small gathering with mostly museum staff. Now it's a public pi extravaganza featuring a Pi procession, whose attendees get a number -- 0 to 9 -- and line up in the order of pi's digits: 3.14159265... you get the idea.
The parade ends at the pi shrine -- a pi symbol with digits spiraling around it embedded in the sidewalk, which was unveiled last year.
For those who ca n't attend in person, the Exploratorium has a Second Life Pi Day event that includes irrational exhibits, fireworks, cheerleaders, music, and dancing. The museum also lists a bunch of educational activities to teach about the concept of pi.
On Pi Day, is piunder attack ?
Where Einstein lived
On the opposite coast, the leafy university town where Albert Einstein spent the last 22 years of his life is showing community-wide exuberance for pi.
Princeton, New Jersey, kicks off Pi Day weekend on Thursday night with a reading by physicist Charles Adler, then heads into a full day of activities on Friday, including a walking tour of Einstein's neighborhood and a pizza pie-making contest.
The pie-eating contest takes place at McCaffrey's supermarket, while an Einstein look-alike competition will match mustaches and wild gray hair at the Princeton Public Library.
Pi fans who have been spending the last year memorizing digits can show off and compete at the library, where the winner among 7 - to 13-year-olds can take home a cool pi-hundred -LRB- That is, $314.15 -RRB-. The Historical Society of Princeton will have an Einstein birthday party. Tetsuya Miyamoto, inventor of the KENKEN puzzle, will speak at the library as well.
Here are 10,000 digits of pi for you to memorize
The brainiac town residents love this event because it's a way for them to celebrate how quirky they are, said Mimi Omiecinski, owner of the Princeton Tour Company, who started Princeton Pi Day in 2009. A lot of them get super into it. Last year about 9,000 people participated, she said.
Along with her fascination with Albert Einstein, Omiecinski was inspired to launch a town-wide Pi Day after she heard that the Princeton University mathematics department celebrates March 14 with pie-eating and pi-reciting -LRB- As a Princeton student, I got second place for most digits in 2005 and 2006 -RRB-.
Even more pi
Chicago is getting into the pi business too. Lots of restaurants and bakeries are offering Pi Day specials. The Illinois Science Council and Fleet Feet Sports are hosting a 3.14-mile walk/run Friday night, with discounts for anyone named Albert, Alberta or Albertina. Philly.com highlights two options for satisfying your pie cravings in the City of Brotherly Love.
Bostonians can head to Massachusetts Institute of Technology at Pi Time -LRB- 3:14 p.m. -RRB- for pi-themed activities such as Throw Pie at Your Best Friend on High-Speed Camera. 
The Museum of Science in Boston has educational Pi Day events, and the Seattle Children's Museum will celebrate too.
Even the Salvador Dali Museum in St. Petersburg, Florida, will celebrate the day, as Dali loved the irrational numbers Pi and Phi, often using them and other mathematical principles in his art, according to the museum. If you live in the area, check out their schedule of math-inspired films and tours throughout the day.
There are plenty of online resources too, such as piday.org.
Outside of the physical classroom, Pi Day will be celebrated online through Google's virtual classroom project. David Blatner, author of the comprehensive book The Joy of Pi, is hosting a Pi Day competition in which students from three classrooms will square off to see who can recite the most digits of pi from memory.
How did Pi Day become such a big thing ?
Blatner says that Pi Day has become a hit for the same reason the new Cosmos TV show is getting so much attention.
 People all around the world are hungry to make science and math fun and interesting, he said in an e-mail. We know math and science is important, we know that it's fascinating, but we often do n't know how to make it fun and interesting. Pi Day gives us a great excuse to throw away our fear of math and say Hey, it IS kind of neat !
If you agree, just wait until 3/14/15 -- or as one popular Facebook group calls it, The Only Pi Day of Our Lives. 
That's because pi to four digits after the decimal is 3.1415, and we 're unlikely to survive until 2115 to see that second instance of pi perfection.
So get ready next year to take a picture of your digital clock on 3/14/15 at 9:26:53 a.m. That 'll be worth more than a thousand digits.
Follow Elizabeth Landau on Twitter at @lizlandau
How do you celebrate Pi Day ? Tell us in the comments.
","B1"
"A school bus transporting Maxwell High School students overturned on the corner of Seally Street and Wilten Avenue. The driver of the bus was trying to avoid hitting a car that passed a red light, and the bus overturned with 37 students inside. The driver suffered minor injuries to the face, and two students broke their arms.
 
Roger Peterson, Principal of Maxwell High School, said that the driver was not at fault. His reaction helped prevent any serious injuries. As soon as the bus overturned, the driver opened the door using the emergency handle and started evacuating the students one by one. He notified the police of the students that were injured.
""We teach our drivers to ensure the safety of the students first,"" Peterson said. The driver, whose name is not being released at the moment due to an investigation, along with the two students are being treated at Belmont Hospital. The parents were notified as soon as possible by school officials.
According to John Pineda, who witnessed the accident, the school bus almost hit the car. ""The bus wasn't going that fast, but the other car was. If the bus had hit the car, those people inside would surely have been seriously injured, or worse,"" Pineda said. Pineda also said that the driver of the school bus took precaution to turn where people weren't walking. If he were to have made a right, rather than a left, he would have definitely hit people that were crossing the street.
Peterson issued a statement saying that the students who were inside the bus could miss school the next day to make sure they were okay, and relax with their family. According to Peterson, the police provided him with a list of students that were involved in the accident. Police are looking for the driver of the car that passed the red light. It was a white Honda Civic.","B1"
"The janitor cleaned the church every day. He swept the floor with a broom. He mopped the floor with a mop. He vacuumed the carpet with a vacuum cleaner. He cleaned all the windows with a wet cloth. He cleaned the men's bathroom. He cleaned the women's bathroom. He cleaned the sinks in the bathrooms. He cleaned the toilets in the bathrooms. He cleaned the mirrors in the bathrooms. He scrubbed the steps outside the church. He scrubbed the steps with soapy water and a brush. He kept the steps clean. He kept the windows clean. He kept the bathrooms clean. He kept the floors clean. The steps were clean. The windows were clean. The bathrooms were clean. The floors were clean. It was a clean church.","B1"
"One of the world's greatest tragedies was the sinking of the luxury liner Titanic. Although it was a British ship, many Americans were on board during that terrible night of April 15, 1912. The ship was on its maiden voyage on that night when it struck an iceberg in the deep waters of the North Atlantic Ocean. The ship was in route to New York City from Southampton, UK when it hit the iceberg, killing more than 1,500 of the 2,224 passengers. The ship was the largest ship ever built to that date, and was thought to be unsinkable.
 
The ship's passengers varied from some of the richest people in the world at the time, to thousands of immigrant workers who were trying to find work in the United States. The Titanic was equipped with technological safety features like remote control watertight doors, and watertight compartments, but it did not carry enough lifeboats for all passengers. Because of the immense size of the ship, it was thought to be unsinkable, a fact that contributed to the small number of lifeboats carried on the ship. Additionally, many of the lifeboats were not filled to capacity when they were launched, causing more loss of life.
Most of those killed that night were men. The protocol followed by the ship's officers required ""women and children first,"" when loading lifeboats. The accident was met by international shock and grief. Many of today's maritime rules were put into place because of this disaster. Only 705 passengers floating on lifeboats were saved that night. The ship broke into two parts before it went under. It remains more than a mile deep in the North Atlantic. The sinking of the Titanic has been documented in film and literature over the years.","B1"
"With the rollout of HealthCare.gov -- the portal for enrollment in the new Obamacare health care exchanges -- getting hammered by critics and users, CNN's Dr. Sanjay Gupta sat down with Health and Human Services Secretary Kathleen Sebelius for an exclusive interview.
Here are Gupta's takeaways from the interview:
1. Full speed ahead
I was surprised to learn just how extensive the concerns were before the October 1 rollout. Congressional investigators claim that just weeks before the planned rollout, more than two-thirds of insurers had concerns about the system being viable by October 1. Just days before the launch, the website crashed while being tested with just a few hundred people logging in, according to the Washington Post.
Despite all that, the White House decided to move forward. When I pressed Sebelius on this point, she said, We moved forward because millions of people have been waiting for health care insurance, and they did n't want to delay any longer.
Sebelius on the spot over Obamacare rollout
She made that point a few times: A few weeks wo n't make that much of a difference given that open enrollment lasts until the end of March, and that millions more people could have health insurance by that time.
2. Obama did n't know ?
According to Sebelius, President Barack Obama was not aware of any significant problems until a couple days after the website had been launched.
The Affordable Care Act is touted as a signature achievement for the Obama administration, and it surprised me that the President was not being kept up to speed -- according to Sebelius -- on the concerns around the rollout.
Sebelius: Obamacare website rollout problems blindsided President
3. A-Team late to arrive
Sebelius said in order to get the website running smoothly, she has asked that contractors bring in their best and brightest, their A-Team. I was surprised that the A-Team had n't been assembled earlier, given the magnitude of the ACA, and the challenge of setting up the website.
When I pressed the Secretary on this point, she just said that she wants new eyes and ears, and to put all hands on deck, working toward a solution as quickly as possible.
4. Open to delaying fines ?
Sebelius did not back down on the individual mandate, which requires people to have health insurance or pay a fine.
I asked how it was possible that people could face a fine, if they had tried to sign up and were unsuccessful. At that point, it seems she might have left the window open to a delay, saying only: I do n't think that that really is the question right now. 
 The issue is will people be able to sign up for affordable health care in the six-month open enrollment period ? And I think the answer is absolutely yes. 
Whether or not this issue comes up again is unclear. For now, the Secretary said the individual mandate is here to stay.
Administration to kick off effort to encourage enrollment
5. Falling on her sword ?
Finally, I asked her about the calls for her resignation. Over the past few days, her friend, Sen. Pat Roberts, as well as 2012 Republican vice presidential candidate Rep. Paul Ryan, have raised the possibility.
While not giving a decisive no, Sebelius again reinforced the mission of this task, saying it was the most important job she has ever had. She also reinforced that she served at the pleasure of the President.
","B1"
"Many American basketball fans would argue that Michael Jordan is by far the greatest player ever to play in the National Basketball Association. The professional basketball league has existed since 1947, and there have been many individual players that have excelled in the game. Players such as Bill Russell, Wilt Chamberlain, Kareem Abdul Jabbar, and Jerry West had made their mark in the league long before Jordan ever played the game.
 
To be sure, Jordan had a great impact on the game primarily during his playing years with the Chicago Bulls. Jordan led the team to six championship finals, winning all six during the 1990s. His legend is firmly cemented into the history of the great city, and many fans feel he has no equal. It is hard to argue against Jordan in light of his success in all the titles he achieved, but basketball is a team sport, and winning a championship needs a team effort. There have been countless superstars who played in the league that did not have good teammates, and never won a title. Chamberlain falls into that category.
Chamberlain did win two NBA titles in his career, but no one in the game ever dominated it the way he did. He holds several league records, one of which is that he is the only player ever to score 100 points in a single game. However, when Chamberlain played the game, the NBA was not as big as it was in the 90s. During the 90s, the league enjoyed a much greater popularity among American viewers, and much of this can be attributed to the greatness of Michael Jordan. Jordan brought a style of play that had rarely been seen in the NBA. He garnered many individual awards during his career. He played his last few seasons as a member of the Washington Bullets.","B1"
"Sony blamed the global economic slowdown, increased competition and an appreciating yen for a 95 percent drop in third-quarter profits, as the company announced its results Thursday.
Customers check Sony's Bravia brand LCD TVs at an electronics shop in Tokyo, Japan.
Profits for the quarter, which ended December 31, fell from nearly 200 billion yen -LRB- $2.2 billion -RRB- in 2007 to about 10 billion yen -LRB- $110 million -RRB- in 2008.
Across the company, sales were down 25 percent, but electronics and games sales were especially hard hit.
Sales of games, including the company's popular PlayStation series, fell 32 percent over the year. Sales of electronics decreased by nearly 30 percent.
The appreciation of the yen also cut into profits.
A stronger yen makes Japanese products more expensive or forces companies to lower their profit margins to keep prices the same.
Last week, Sony warned that it will close out the fiscal year, which ends March 31, with an operating loss of 260 billion yen -LRB- $2.9 billion -RRB-, its first in 14 years. Watch what lies ahead for Sony 
","B1"
"Karla had just moved to the city and enrolled her eight-year-old son Gavin in a new school. Karla used to be a very active participant in the school community. She always volunteered in the classroom, went to Parent-Teacher Association meetings, and chaperone on class trips. Karla wanted to do the same thing at the new school her son was attending. She felt it was a good example for Gavin, and it helped her be more in tune with whatever was going on at the school.
 
The new school, however, had different rules. Karla couldn't just show up in the classroom and offer to help. She couldn't even offer to chaperone on class trips. District regulations required her to be fingerprinted. The school district would then run a background check on Karla based on the fingerprints. The school district had very strict rules about allowing people with criminal convictions to volunteer in the school.
While it didn't cost Karla anything to get fingerprinted, the fingerprinting office had very limited hours. She also couldn't just walk in when it was convenient for her. She had to make an appointment. The fingerprinting office was also located very far from where Karla lived. She would have to take two buses to get there.
Karla also had to get a tuberculosis test. The TB test was easy. It was just a little prick on her lower arm but this required another separate appointment at a separate location. The test didn't cost Karla anything, but again, the office where she had to go was far.
Karla understood that the school district wants children to be safe and healthy, but she also felt they were making it hard for parents.","B1"
"The Beatles are an English group of musicians from Liverpool, England. It took America by storm with their appearance on the Ed Sullivan Show on primetime television. The group's first appearance was seen by more than 73 million viewers in February, 1964, introducing the band to the American people. In the months to follow, the group became the biggest Rock ‘N' Roll band ever to hit the United States.
 
The group's success opened the door for other British bands to make their way to America. Bands such as the Rolling Stones, The Who, The Kinks and The Dave Clark Five were soon playing their music to American audiences.
The Beatles were made up by four of the finest musicians to ever play rock music. Their lead singer was Paul McCartney, and drummer Ringo Starr. Both still play to this day. Two of the original members, singers and songwriters, John Lennon, and George Harrison, have tragically passed away, but their music lives in American culture to this day. The Beatles have sold more records in the United States than any other country in the world.
There was controversy in the U.S. prior to the group's first appearance. Conservative Americans viewed the Beatles as upstarts, with brash, new ideas, lyrics, and sound. The young generation of the time was ready for a change, and the Beatles gave them what they wanted. They were nicknamed the ""Mop Tops"" because of their long, bowl-like haircuts that flew in the face of convention in the 60s. Nothing was going to stop the Beatles though. Their music is as popular today as it was 50 plus years ago. This February, the Grammy Awards presented a special telecast celebrating the 50th anniversary of the group's first appearance on the Ed Sullivan Show.","B1"
"Dressed head to toe in black, designer Isaac Mizrahi is wearing an outfit that seems to contradict his personality -- and his usual fashion flair.
Isaac Mizrahi has earned four awards from the Council of Fashion Designers of America.
 I always start with color when I 'm designing things. Always. If the color is right, I feel better, he touts on his Web site.
But Mizrahi has an explanation for his less than colorful attire on a recent visit to CNN Center in Atlanta.
 We have this very quick trip, and we have to go right back and there's no time to pack and we ca n't check luggage... so I focused it to black, gray and white. 
It's just one more style tip you can pick up from Mizrahi's new book How to Have Style -LRB- Gotham -RRB-. Despite the slightly audacious title, Mizrahi, who has won four awards from the Council of Fashion Designers of America, has earned the right to tell women how to dress.
For five years, the New York fashion designer has been selling low-priced clothing and home furnishings at Target. But with his new book comes a new job -- as the creative director of Liz Claiborne.
CNN talked to Mizrahi about his love for theater, the most common fashion mistakes and why bad flowers are never OK. The following is an edited version of that interview:
CNN: You started in acting at the High School of the Performing Arts. How do you combine that love and your love for design ?
Isaac Mizrahi: Well, you know what, I think it's all theater. I think that fashion is a form of entertainment. And I think that these days, as a fashion designer, it's almost like you represent a political party or something.
Like women say, Oh, that's a brand name I associate with because I 've worn it before. I love it. It seems to fulfill who I am really easily. Whatever it is, she knows that it just makes her life really easy so she associates with it, you know ? And in the end, I am like this personality that represents that. Watch Mizrahi talk about his new book 
But more than that, I have designs -LSB- in -RSB- the entertainment business. There's a movie called Unzipped about me that was a really successful movie. I had two TV series. I design costumes constantly for theater and ballet and opera. So to me it's all one big world. It's seamless to me.
CNN: What's your daily schedule like ? It has to be crazy with all that you do.
Mizrahi: It changes every day, and I really like that. There's a base to it. I wake up, I go swimming every day, and I eat the same breakfast almost every single day. But when I get to work is when it changes up.
Some days I work in the showroom; some days I work in the design room; some days I actually work in my own private studio, where I just do sketches and sketches and sketches. Other days I work in the TV studio taping segments and my Web show.
I do n't really love travel. I feel like it really disrupts what I love doing most, which is this creation, you know what I mean ? When I finally let myself enjoy it, I can enjoy traveling. But it takes a great agony for me to separate from New York City and my studios and the people that I work with.
CNN: Say you 're walking down the street. What's the most common style error that you see in people ?
Mizrahi: I see a lot, a lot, a lot of bad hair. I would say that's the most common style error I see is bad hair.
You know people have excuses for bad shoes -- because you know some people have back problems, it is the street and they 're walking and walking and walking -- but I do think that people have no excuse for bad hair. Because you know what ? There's a hat, if your hair is really that bad that day.
But I always think that women should be encouraged to spend a lot of money on their hair. It's like you should spend your most money... on your hair. You 'd think I had a chain of hair salons, but I do n't. -LSB- Laughter -RSB-.
CNN: What about in home furnishing ? You do a line for Target that's ending this year. What's the most common mistake people make there ?
Mizrahi: You know what it is with people ? I think people get lazy when it comes to being at home -- they leave things around. I like to think about cabinets. I like to put things away as much as possible. It's like salt shakers on the table ? No. You put the salt shakers in a cabinet, and the table looks so much better when it's plain. You know what I mean ?
And people just think that bad flowers are better than nothing, but I disagree with that. I think that nothing is way better than bad flowers. You either have gorgeous, gorgeous flowers, or you have no flowers. Like at a dinner party, I prefer no flowers usually to the flowers that people have on the table. That's awful, but it's true.
CNN: How has your personal style evolved over time ?
Mizrahi: It's gotten a lot quieter, my personal style. I used to dress, dress, dress, dress, dress, and I do n't know, I dress in a very particular way now and it's almost like clockwork. And every once in a while I break out and do something crazy.
CNN: Can you describe your personality for me, and how it affects your style ?
Mizrahi: I do n't know. It's very hard to describe one's personality. I ca n't say about my personality, but I like to think that I 'm very exposed to what's going on out there in the world culturally, and that's what influences my design.
It's kind of like here's the 360 degrees of what's going on -LSB- in -RSB- the world culturally, you know ? Socioeconomically, culturally, and here's my response to it. Here's what the clothes look like; here's what you should be wearing. And it's kind of like a wonderful edge, you 're standing, and yet there's room enough in there for your own interpretation or to move in one direction or another.
Oh ! Here's a good description of my personality: claustrophobic. I am very claustrophobic. I do n't like to commit to one thing necessarily, but when I do commit to it, it's whole and complete.
","B1"
"﻿Introduction 
Did you know that, in the UK, there is no legal requirement for restaurants to pass on tips to staff? It’s a fact that’s covered in a government-led review, released in May 2016, in which workers, employers and customers were asked their views on the tipping process. Off the back of it, ministers said they were keen to change rules and make sure low-paid workers get the money left for them by grateful customers. The government have announced a two-month consultation on proposals that they said would stamp out unfairness. 
Among the review’s revelations was the fact that some waiters are charged up to a 15% administration fee on tips they are left by credit or debit cards. In some restaurants, the government has seen evidence of waiters being forced to hand over their own cash, if they don’t collect enough tips, to cover these fees. The government said it would consider prohibiting employers from charging workers an admin fee or any other deductions. 
The government also said that it wanted customers to know that tips are voluntary, calling for the system to be made more transparent, with restaurants clearly displaying their tips policy. 
We asked waiters around the UK what they think of the tipping process (including how much they take home from tips and whether it’s fair) and what would improve it for them. 
1. Rodri, 37, London: 'Around 50% of a waiter’s income is tips' 
Average tips: £60 per eight-hour shift 
I think they treat waiters best in ... the US Everything has got fairer since the tipping scandal was exposed in the summer of 2015. This is when it was revealed that dozens of restaurants were exposed for skimming tips from staff for administration fees. However, you still hear horror stories from new employees at some chains. I’ve heard of restaurants not paying their chefs a share of the tronc (a payment arrangement used to distribute tips). Some restaurants will take 4% of all sales to pay the chefs and as an admin fee. So, if you sell £1,000 worth of food, the company will take £40. This is regardless of how much you make in tips. This means that if a table has a £100 bill and doesn’t tip, the waiter has to pay £4 of their own money. This leads to a money-grabbing culture and, ironically, to bad service. If a table doesn’t tip, the waiter feels as if they are being robbed by the company and ends up resenting the customers. 
I can average around £60 in tips per shift but, on a good night, this goes up to over £100 and, on a poor night, it’s around £40. Around 50% of a waiter’s income is tips. All restaurants should have to publicly state their exact tipping procedure. America has it pretty good – everyone tips. 
2. Elle, 22, Edinburgh: 'We never know whether it’s fair' 
Average tips: £20 per eight-hour shift 
I think they treat waiters best in ... France 
I work three jobs, all on part-time zero-hours contracts, in catering and hospitality. My main day job is in a café where the small number of staff work both front of house and in the kitchen so all our tips get put in a pot and shared equally. My main evening job is at a restaurant where we don’t get our tips but our wages are minimum wage plus an extra £2.50 per hour (which apparently has been worked out to account for average tips when shared with the kitchen staff). My third job is events catering and nobody ever tips. 
In restaurants, because a lot of customers add tips through card payments, the staff never actually see how much is getting tipped – so we don’t know whether we’re getting our fair share or not. The system seems better in France, where they don’t tip much but waiting tables is seen as a proper job, offering job security and a decent income. 
3. Ashley, 22, London: 'Tips go towards customer breakages' 
Average tips: £10-15 per eight-hour shift 
I think they treat waiters best in ... Australia 
I work in a south-east London pub in the evenings and I do day shifts at a local restaurant. In both places, tips are all collected and shared out at the end of the night. Money is also taken from the tip jar to cover breakages by either staff or customers. If a member of the team gets off early, they will rarely see their tips because they are shared out just before the pub closes. 
It is incredibly unfair that our tips are shared out, especially when one member of the team underperforms. Equally, when a member of the team does incredibly well, they don’t get what they’ve earned. It’s really unfair that tips go towards breakages made by customers. The managers should have ways to pay for broken glasses and plates without docking our tips. I make around £20 a shift but would only be given £10-15 of that money. When I am tipped well, the tips hugely impact on my finances. Occasionally, I will earn over £50 in one night, which almost doubles my earnings for that day. However, I never get more than £30 of that money after it has been shared out. I really rely on tips because I am only paid £7 an hour. 
I’d rather we earned a good basic wage (like in Australia) and therefore didn’t have to rely on tips to make ends meet. 
4. Tom, Manchester: 'A big night of tips can help pay the rent' 
Average tips: £40 per eight-hour shift 
I think they treat waiters best in ... Italy 
Where I used to work, floor staff kept 80% of cash tips and 40% of card tips. The other 20% of cash went into a pot for the commis waiters and service bar. The 60% went into a tronc system, which helped boost kitchen salaries. I’m not actually sure if this was to help pay the agreed salary or provide bonuses. 
It’s hard to say how much I earned a shift; maybe around £40, £20 from card tips. It can make a massive change to your weekly finances. Sometimes, people needed a big night to be able to pay their rent. 
They have got tipping right in Italy, where people don’t add a service charge but usually round up their bill so, if they get a meal for €19, they leave a €20 note and don’t ask for change. They respect the staff and you often see people making a career out of waiting and the experience shows.
","B1"
"An 85-year-old woman in Tennessee named Astrid became a multimillionaire overnight after winning a $500 million lottery jackpot. However, her road to richness was not all completely smooth. Her story reminds us that in order to win the lottery, there are two crucial requirements. The first and most obvious necessity is a lot of luck. The second requirement is just as important, but much less often mentioned -- getting organized.
 
Astrid's story began when getting in line for a lottery ticket at her local supermarket. The woman ahead of her decided to let her cut in front of her to pay. This woman was also planning on buying a lottery ticket. Had she not given Astrid her spot in the line, the lottery money would have been hers!
On the day that the winners were announced, Astrid realized she had won, she could not contain her excitement. She danced with joy all around her house and jumped on the phone to tell her closest relatives what had just happened. The next morning Astrid woke up and prepared to go claim her prize money, but suddenly realized that she could not remember where she had placed her ticket. Given that her memory was no longer as sharp as it used to be, she searched and searched around her messy house for hours to no avail. She had absolutely no recollection of where she might have stored or dropped the ticket.
Astrid had been given thirty days to claim her prize, or else it would be canceled. For 27 days, her schedule was dedicated to searching every surface and square foot of her house for the missing ticket. With only three days left, she decided to finally call her daughters for help. She had been too embarrassed to call them from the beginning because her house was so messy, but now had no other choice. Figuring that helping their mother find the ticket would probably secure at least an extra million dollars to them, all three of Astrid's daughters immediately sped over to her house.
Within the first half hour of searching, the youngest of her daughters hollered, ""I found it!"" It turned out Astrid had left it in a dish cabinet. ""Oh, thank you, daughter!"" Astrid cried. ""I owe you so much!"" Her daughter's smile glistened with pride as her two sisters scowled at her from the next room.","B1"
"Laura was confused. She came to the United States a year ago. She didn't understand the difference between Memorial Day and Veterans Day. She knew that both holidays had to do with remembering and honoring people who had fought in wars for the United States. She also knew that both days were national holidays. On both days banks, schools and the post offices were closed; on both holidays, stores offered special sales; on both holidays, people hung the American Flag, and sometimes there were even fireworks. Laura had seen on television that on both days the President of the United States made a speech and visited a cemetery laying a wreath on the grave of a soldier. Laura decided to ask the mailman Brian what the difference was. She figured he would know since he had both days off from work.
 
The next day when Brian was dropping off Laura's mail, she asked him. Brian explained that Memorial Day is usually observed on the last Monday of May. This meant that it could be on a different date every year. Memorial day is a day for remembering and honoring those in the military who died, especially if they died in a battle. Brian also told Laura that Memorial Day was also considered the unofficial start of summer. Many public beaches would open on Memorial Day. Veterans day is a day set aside to thank and honor all people who served in the United States military. Brian explained that Veterans Day is also to remember those that are still alive. Brian told Laura that the date for Veterans Day never changes. It is always held on November 11, which was the date when World War I ended in 1918.","B1"
"Best Body Fitness
About us
You don't want just a gym membership. You want a membership that means something. And that means you need support, expert help and a community.
Best Body Fitness isn't just a gym: it's a full-service fitness membership made for you.
Here's how it works:
STEP ONE: Your assessment
We begin with an assessment session. This is a chance for you to see what we do at Best Body. Our assessment plans are no-cost and no-risk. We'll also make a training plan specifically for you.
STEP TWO: Your training
When you decide to become a Best Body member, we show you what to do, how to do it and why you are doing it. After a few sessions with an expert private trainer you will feel comfortable working out on your own. But don't worry, we'll always be nearby if you have questions.
STEP THREE: Your membership
Membership works on a month-to-month basis. There are no sign-up fees and no cancellation fees. Start and stop whenever you want. And the best part? Our fees are the most competitive in the whole downtown area.
STEP FOUR: Your community
At Best Body Fitness, we see everyone as part of a big team. And when you work with a team, you can do great things. Join any of our specialised classes, led by expert instructors. Come to our nutrition classes. Participate in our regular social events. Everything is included in your fee.
Finally, we wanted to share with you some reasons why our members say that they have chosen us over any other fitness centre in the city.
It's so EASY
Easy to start, stop, cancel or refund a membership
Easy to access – we're open 24/7, we never close
Easy to do exercise – we have lots of equipment, no long wait
Easy results – our trainers and equipment give you success, fast
Easy to find – in the centre of town, near public transport and with parking
It's WONDERFUL
Wonderful members
Wonderful trainers and staff
Wonderful equipment
Wonderful energy
Wonderful location
Come and visit us for a personal tour!","B1"
